"Pickup_DateTime","DropOff_datetime","PUlocationID","DOlocationID","SR_Flag","Dispatching_base_number","Dispatching_base_num"
"2018-01-03 16:59:00","2018-01-03 17:26:23","230","144","","B02510",""
"2018-01-03 16:29:29","2018-01-03 16:42:50","244","74","1","B02510",""
"2018-01-03 16:50:33","2018-01-03 17:03:25","74","75","","B02510",""
"2018-01-03 16:35:00","2018-01-03 16:54:49","","265","","B01667",""
"2018-01-03 16:00:00","2018-01-03 16:08:39","","265","","B01667",""
"2018-01-03 16:14:00","2018-01-03 16:25:14","","265","","B01667",""
"2018-01-03 16:08:00","2018-01-03 16:24:14","","265","","B01667",""
"2018-01-03 16:55:00","2018-01-03 17:12:19","","265","","B01667",""
"2018-01-03 16:34:00","2018-01-03 16:53:26","","265","","B01667",""
"2018-01-03 16:41:00","2018-01-03 17:01:55","","265","","B01667",""
"2018-01-03 16:24:00","2018-01-03 16:36:48","","265","","B01667",""
"2018-01-03 16:15:00","2018-01-03 16:29:21","","265","","B01667",""
"2018-01-03 16:44:00","2018-01-03 17:03:43","","265","","B01667",""
"2018-01-03 16:45:00","2018-01-03 17:05:51","","265","","B01667",""
"2018-01-03 16:44:25","2018-01-03 17:13:58","237","48","","B02510",""
"2018-01-03 16:43:31","2018-01-03 16:54:55","42","74","","B02510",""
"2018-01-03 16:46:29","2018-01-03 16:56:20","181","181","","B02510",""
"2018-01-03 16:59:58","2018-01-03 17:06:43","181","106","1","B02510",""
"2018-01-03 16:29:51","2018-01-03 16:42:06","239","143","1","B02510",""
"2018-01-03 16:34:14","2018-01-03 16:50:56","239","161","1","B02510",""
"2018-01-03 16:40:02","2018-01-03 17:13:25","237","186","","B02510",""
"2018-01-03 16:15:21","2018-01-03 16:19:21","140","263","","B02510",""
"2018-01-03 16:23:15","2018-01-03 17:46:40","263","132","","B02510",""
"2018-01-03 16:43:18","2018-01-03 17:09:57","69","168","","B02510",""
"2018-01-03 16:26:19","2018-01-03 17:15:06","40","138","","B02510",""
"2018-01-03 16:04:13","2018-01-03 16:24:35","13","48","","B02510",""
"2018-01-03 16:38:32","2018-01-03 16:51:16","48","141","","B02510",""
"2018-01-03 16:09:39","2018-01-03 16:28:45","90","13","","B02510",""
"2018-01-03 16:18:50","2018-01-03 16:58:31","107","181","","B02510",""
"2018-01-03 16:36:14","2018-01-03 17:22:05","85","85","","B02510",""
"2018-01-03 16:54:41","2018-01-03 17:02:06","61","61","","B02510",""
"2018-01-03 16:01:34","2018-01-03 16:40:59","70","256","","B02510",""
"2018-01-03 16:57:34","2018-01-03 17:01:06","256","255","","B02510",""
"2018-01-03 16:06:36","2018-01-03 17:20:15","262","132","","B02510",""
"2018-01-03 16:54:23","2018-01-03 17:50:36","228","91","1","B02510",""
"2018-01-03 16:50:49","2018-01-03 16:55:55","52","40","","B02510",""
"2018-01-03 16:08:22","2018-01-03 16:15:53","79","113","","B02510",""
"2018-01-03 16:27:15","2018-01-03 16:37:58","144","107","","B02510",""
"2018-01-03 16:47:09","2018-01-03 17:07:09","229","239","1","B02510",""
"2018-01-03 16:21:35","2018-01-03 16:43:42","148","234","1","B02510",""
"2018-01-03 16:44:00","2018-01-03 17:03:59","","265","","B01667",""
"2018-01-03 16:46:00","2018-01-03 17:07:09","","265","","B01667",""
"2018-01-03 16:38:00","2018-01-03 16:56:04","","265","","B01667",""
"2018-01-03 16:46:00","2018-01-03 17:07:06","","265","","B01667",""
"2018-01-03 16:46:00","2018-01-03 17:06:10","","265","","B01667",""
"2018-01-03 16:00:00","2018-01-03 16:12:53","","265","","B01667",""
"2018-01-03 16:38:00","2018-01-03 16:57:29","","265","","B01667",""
"2018-01-03 16:36:00","2018-01-03 16:55:44","","265","","B01667",""
"2018-01-03 16:08:00","2018-01-03 16:23:22","","265","","B01667",""
"2018-01-03 16:30:00","2018-01-03 16:42:45","","265","","B01667",""
"2018-01-03 16:22:00","2018-01-03 16:36:12","","265","","B01667",""
"2018-01-03 16:56:46","2018-01-03 17:08:43","263","239","","B02510",""
"2018-01-03 16:03:06","2018-01-03 16:26:43","97","217","","B02510",""
"2018-01-03 16:07:09","2018-01-03 16:14:08","170","164","","B02510",""
"2018-01-03 16:39:34","2018-01-03 16:56:22","164","144","","B02510",""
"2018-01-03 16:57:35","2018-01-03 17:18:17","138","145","","B02510",""
"2018-01-03 16:59:13","2018-01-03 17:11:45","231","148","","B02510",""
"2018-01-03 16:32:44","2018-01-03 18:12:52","68","132","","B02510",""
"2018-01-03 17:28:15","2018-01-03 17:42:30","254","242","","B02682",""
"2018-01-03 17:45:20","2018-01-03 18:00:43","242","78","1","B02682",""
"2018-01-03 17:45:57","2018-01-03 17:53:56","242","242","1","B02682",""
"2018-01-03 17:57:17","2018-01-03 18:06:15","242","78","1","B02682",""
"2018-01-03 17:35:47","2018-01-03 17:48:18","185","182","1","B02510",""
"2018-01-03 17:01:18","2018-01-03 18:31:20","232","265","","B02510",""
"2018-01-03 17:05:40","2018-01-03 17:33:44","74","235","","B02510",""
"2018-01-03 17:07:57","2018-01-03 17:44:33","14","109","","B02510",""
"2018-01-03 17:10:07","2018-01-03 17:46:15","143","138","1","B02510",""
"2018-01-03 17:34:31","2018-01-03 17:52:09","170","48","1","B02510",""
"2018-01-03 17:00:11","2018-01-03 17:16:50","62","257","","B02510",""
"2018-01-03 17:55:20","2018-01-03 18:02:19","181","181","","B02510",""
"2018-01-03 17:02:03","2018-01-03 17:51:37","61","107","","B02510",""
"2018-01-03 17:10:05","2018-01-03 17:18:57","52","33","","B02510",""
"2018-01-03 17:27:20","2018-01-03 17:34:21","66","97","1","B02510",""
"2018-01-03 17:43:49","2018-01-03 17:53:04","34","65","","B02510",""
"2018-01-03 17:58:46","2018-01-03 18:54:40","65","72","","B02510",""
"2018-01-03 17:31:44","2018-01-03 17:50:00","38","130","1","B02682",""
"2018-01-03 17:43:57","2018-01-03 18:23:08","130","180","1","B02682",""
"2018-01-03 17:27:58","2018-01-03 18:13:00","138","244","","B02682",""
"2018-01-03 17:04:25","2018-01-03 17:15:23","95","95","","B02682",""
"2018-01-03 17:26:38","2018-01-03 17:57:05","95","95","","B02682",""
"2018-01-03 17:04:25","2018-01-03 17:13:55","247","235","","B02682",""
"2018-01-03 17:18:57","2018-01-03 17:47:16","235","174","","B02682",""
"2018-01-03 17:50:03","2018-01-03 18:01:03","169","94","","B02682",""
"2018-01-03 17:25:06","2018-01-03 17:48:12","66","137","","B02682",""
"2018-01-03 17:53:51","2018-01-03 18:06:19","170","237","","B02682",""
"2018-01-03 17:30:59","2018-01-03 18:11:53","76","225","1","B02682",""
"2018-01-03 17:49:01","2018-01-03 18:18:05","162","261","","B02510",""
"2018-01-03 17:48:56","2018-01-03 19:26:24","90","132","","B02510",""
"2018-01-03 17:06:22","2018-01-03 18:00:13","132","224","","B02510",""
"2018-01-03 17:50:17","2018-01-03 18:00:58","43","238","","B02510",""
"2018-01-03 17:13:08","2018-01-03 17:59:08","138","148","","B02510",""
"2018-01-03 17:10:11","2018-01-03 17:39:17","97","188","","B02510",""
"2018-01-03 17:57:39","2018-01-03 18:28:46","61","97","1","B02510",""
"2018-01-03 17:10:34","2018-01-03 17:45:12","91","62","","B02510",""
"2018-01-03 17:53:10","2018-01-03 18:05:52","188","188","","B02510",""
"2018-01-03 17:33:37","2018-01-03 18:04:03","100","144","","B02510",""
"2018-01-03 17:23:31","2018-01-03 18:03:18","173","161","","B02510",""
"2018-01-03 17:23:10","2018-01-03 17:45:27","61","71","","B02510",""
"2018-01-03 17:50:27","2018-01-03 18:29:44","243","90","","B02510",""
"2018-01-03 17:46:17","2018-01-03 17:59:10","77","37","1","B02682",""
"2018-01-03 17:54:04","2018-01-03 18:37:48","138","230","","B02682",""
"2018-01-03 17:00:58","2018-01-03 17:34:07","40","61","","B02682",""
"2018-01-03 17:44:49","2018-01-03 18:28:41","188","55","","B02682",""
"2018-01-03 17:00:19","2018-01-03 17:10:46","212","208","","B02682",""
"2018-01-03 17:15:17","2018-01-03 17:26:48","208","213","","B02682",""
"2018-01-03 17:44:34","2018-01-03 18:26:43","168","18","1","B02682",""
"2018-01-03 17:48:55","2018-01-03 17:59:35","168","247","1","B02682",""
"2018-01-03 17:05:37","2018-01-03 17:19:39","118","118","","B02682",""
"2018-01-03 17:40:03","2018-01-03 17:45:27","172","172","","B02682",""
"2018-01-03 17:10:44","2018-01-03 17:46:48","63","71","1","B02682",""
"2018-01-03 17:34:03","2018-01-03 17:58:49","237","48","","B02682",""
"2018-01-03 17:28:19","2018-01-03 17:34:07","63","63","","B02682",""
"2018-01-03 17:41:03","2018-01-03 17:49:40","63","63","1","B02682",""
"2018-01-03 17:43:57","2018-01-03 17:54:33","76","180","1","B02682",""
"2018-01-03 17:26:49","2018-01-03 17:34:31","233","233","","B02682",""
"2018-01-03 17:09:25","2018-01-03 18:41:35","161","132","","B02682",""
"2018-01-03 17:46:15","2018-01-03 18:02:48","71","35","1","B02682",""
"2018-01-03 17:49:12","2018-01-03 18:44:39","72","122","1","B02682",""
"2018-01-03 17:39:19","2018-01-03 18:37:04","49","132","","B02682",""
"2018-01-03 17:21:28","2018-01-03 17:56:18","227","22","","B02682",""
"2018-01-03 17:34:43","2018-01-03 18:13:44","12","170","1","B02682",""
"2018-01-03 17:19:45","2018-01-03 17:26:37","77","77","","B02510",""
"2018-01-03 17:36:39","2018-01-03 17:44:07","35","35","1","B02510",""
"2018-01-03 17:50:54","2018-01-03 17:59:38","35","37","1","B02510",""
"2018-01-03 17:13:26","2018-01-03 17:37:39","145","186","","B02510",""
"2018-01-03 17:45:59","2018-01-03 18:15:36","246","68","","B02510",""
"2018-01-03 17:20:40","2018-01-03 17:24:19","95","95","1","B02510",""
"2018-01-03 17:50:53","2018-01-03 18:06:03","36","102","1","B02510",""
"2018-01-03 17:23:57","2018-01-03 17:29:47","220","220","","B02510",""
"2018-01-03 17:37:02","2018-01-03 17:46:46","220","127","1","B02510",""
"2018-01-03 17:50:49","2018-01-03 18:25:12","127","78","","B02510",""
"2018-01-03 17:19:03","2018-01-03 17:58:10","138","249","","B02510",""
"2018-01-03 17:05:56","2018-01-03 17:15:03","47","169","","B02510",""
"2018-01-03 17:58:14","2018-01-03 20:03:40","138","265","","B02510",""
"2018-01-03 17:40:59","2018-01-03 17:54:51","88","144","1","B02682",""
"2018-01-03 17:11:21","2018-01-03 17:33:46","249","239","","B02682",""
"2018-01-03 17:06:06","2018-01-03 17:50:57","243","265","","B02682",""
"2018-01-03 17:27:20","2018-01-03 17:35:27","239","151","1","B02682",""
"2018-01-03 17:03:19","2018-01-03 17:26:43","35","61","1","B02682",""
"2018-01-03 17:06:15","2018-01-03 17:41:33","72","225","1","B02682",""
"2018-01-03 17:15:22","2018-01-03 17:46:35","61","17","1","B02682",""
"2018-01-03 17:42:14","2018-01-03 17:51:02","129","129","","B02682",""
"2018-01-03 17:22:21","2018-01-03 17:41:40","10","139","","B02682",""
"2018-01-03 17:49:08","2018-01-03 18:00:34","139","203","","B02682",""
"2018-01-03 16:56:43","2018-01-03 17:17:12","69","244","1","B02876",""
"2018-01-03 16:39:10","2018-01-03 17:55:15","132","48","","B02876",""
"2018-01-03 16:28:54","2018-01-03 16:39:43","198","198","","B02876",""
"2018-01-03 16:44:08","2018-01-03 17:24:35","198","144","","B02876",""
"2018-01-03 16:06:10","2018-01-03 16:13:48","141","163","","B02876",""
"2018-01-03 16:18:52","2018-01-03 16:31:05","237","143","","B02876",""
"2018-01-03 16:55:00","2018-01-03 17:27:28","43","129","","B02882",""
"2018-01-03 16:30:53","2018-01-03 16:45:06","151","263","","B02882",""
"2018-01-03 16:54:07","2018-01-03 17:27:15","236","138","","B02882",""
"2018-01-03 16:24:52","2018-01-03 16:38:09","13","231","","B02882",""
"2018-01-03 16:46:09","2018-01-03 17:11:09","211","161","","B02882",""
"2018-01-03 16:18:30","2018-01-03 16:28:05","90","48","","B02882",""
"2018-01-03 16:04:07","2018-01-03 16:11:23","29","55","","B02882",""
"2018-01-03 16:15:55","2018-01-03 16:28:56","55","150","","B02882",""
"2018-01-03 16:34:01","2018-01-03 16:40:44","29","55","","B02882",""
"2018-01-03 16:46:07","2018-01-03 16:53:31","29","150","","B02882",""
"2018-01-03 16:19:58","2018-01-03 16:52:54","88","11","","B02882",""
"2018-01-03 16:43:01","2018-01-03 17:40:43","132","137","","B02887",""
"2018-01-03 16:38:48","2018-01-03 16:56:57","162","211","","B02887",""
"2018-01-03 16:14:45","2018-01-03 16:26:59","89","210","","B02887",""
"2018-01-03 16:27:30","2018-01-03 16:33:39","210","29","","B02887",""
"2018-01-03 16:38:23","2018-01-03 16:49:36","55","55","","B02887",""
"2018-01-03 16:58:28","2018-01-03 17:14:26","108","21","1","B02887",""
"2018-01-03 16:13:01","2018-01-03 16:21:27","90","107","","B02887",""
"2018-01-03 16:38:18","2018-01-03 16:54:11","167","247","","B02887",""
"2018-01-03 16:56:48","2018-01-03 17:04:31","247","247","","B02887",""
"2018-01-03 16:33:50","2018-01-03 16:42:27","143","142","","B02887",""
"2018-01-03 16:05:05","2018-01-03 16:18:14","28","197","","B02887",""
"2018-01-03 16:57:49","2018-01-03 17:11:06","11","14","","B02882",""
"2018-01-03 16:13:45","2018-01-03 16:27:41","154","155","","B02882",""
"2018-01-03 16:52:54","2018-01-03 17:10:18","155","150","","B02882",""
"2018-01-03 16:28:28","2018-01-03 16:54:56","163","114","","B02882",""
"2018-01-03 16:08:17","2018-01-03 16:28:26","188","17","","B02882",""
"2018-01-03 16:33:13","2018-01-03 16:43:49","17","17","","B02882",""
"2018-01-03 16:52:52","2018-01-03 17:08:02","49","217","","B02882",""
"2018-01-03 16:14:42","2018-01-03 16:36:34","138","141","","B02882",""
"2018-01-03 16:40:24","2018-01-03 16:57:11","141","233","","B02882",""
"2018-01-03 16:32:42","2018-01-03 17:02:47","137","217","","B02882",""
"2018-01-03 16:31:53","2018-01-03 16:49:38","48","137","","B02882",""
"2018-01-03 16:40:00","2018-01-03 17:07:33","143","234","","B02876",""
"2018-01-03 16:33:02","2018-01-03 17:29:21","62","100","","B02876",""
"2018-01-03 16:28:53","2018-01-03 16:41:53","87","211","","B02876",""
"2018-01-03 16:45:06","2018-01-03 16:56:57","211","234","","B02876",""
"2018-01-03 16:20:21","2018-01-03 16:48:45","12","234","","B02876",""
"2018-01-03 16:57:06","2018-01-03 17:18:33","113","230","","B02876",""
"2018-01-03 16:20:41","2018-01-03 16:37:49","89","188","1","B02876",""
"2018-01-03 16:20:47","2018-01-03 16:26:52","89","71","1","B02876",""
"2018-01-03 16:30:17","2018-01-03 16:57:15","72","61","1","B02876",""
"2018-01-03 16:06:03","2018-01-03 17:08:18","201","265","","B02876",""
"2018-01-03 16:06:02","2018-01-03 16:20:38","163","236","","B02876",""
"2018-01-03 16:18:16","2018-01-03 16:26:24","162","230","","B02887",""
"2018-01-03 16:32:37","2018-01-03 17:54:06","230","132","1","B02887",""
"2018-01-03 16:21:36","2018-01-03 16:26:15","36","36","","B02887",""
"2018-01-03 16:48:12","2018-01-03 17:26:52","36","148","1","B02887",""
"2018-01-03 16:50:54","2018-01-03 17:08:12","36","80","1","B02887",""
"2018-01-03 16:47:22","2018-01-03 17:49:17","163","17","","B02887",""
"2018-01-03 16:21:02","2018-01-03 16:27:32","109","109","","B02887",""
"2018-01-03 16:40:48","2018-01-03 17:00:12","109","23","","B02887",""
"2018-01-03 16:10:57","2018-01-03 16:45:14","20","168","1","B02887",""
"2018-01-03 16:31:05","2018-01-03 16:41:35","159","159","1","B02887",""
"2018-01-03 16:53:55","2018-01-03 17:10:32","69","60","","B02887",""
"2018-01-03 16:55:57","2018-01-03 17:02:27","135","93","","B02882",""
"2018-01-03 16:00:05","2018-01-03 16:10:55","244","42","","B02882",""
"2018-01-03 16:58:25","2018-01-03 17:34:31","132","138","","B02882",""
"2018-01-03 16:42:41","2018-01-03 17:46:39","164","132","","B02882",""
"2018-01-03 16:06:37","2018-01-03 16:14:52","61","61","","B02882",""
"2018-01-03 16:21:02","2018-01-03 16:35:42","61","181","","B02882",""
"2018-01-03 16:49:48","2018-01-03 16:59:50","97","33","","B02882",""
"2018-01-03 16:18:51","2018-01-03 16:54:17","247","167","1","B02882",""
"2018-01-03 16:28:25","2018-01-03 16:33:11","247","247","1","B02882",""
"2018-01-03 16:01:20","2018-01-03 16:31:57","244","141","","B02882",""
"2018-01-03 16:34:14","2018-01-03 16:55:59","140","238","","B02882",""
"2018-01-03 16:24:41","2018-01-03 16:33:47","236","237","","B02876",""
"2018-01-03 16:58:50","2018-01-03 17:15:33","163","246","","B02876",""
"2018-01-03 16:42:51","2018-01-03 17:15:00","75","138","","B02876",""
"2018-01-03 16:11:48","2018-01-03 16:27:37","231","68","","B02876",""
"2018-01-03 16:45:14","2018-01-03 17:06:56","164","142","","B02876",""
"2018-01-03 16:19:51","2018-01-03 16:28:08","4","148","","B02876",""
"2018-01-03 16:30:18","2018-01-03 16:46:35","144","164","","B02876",""
"2018-01-03 16:52:09","2018-01-03 17:31:41","234","244","","B02876",""
"2018-01-03 16:11:19","2018-01-03 16:34:05","138","141","","B02876",""
"2018-01-03 16:52:02","2018-01-03 17:27:17","230","209","","B02876",""
"2018-01-03 16:40:15","2018-01-03 16:44:38","61","61","","B02876",""
"2018-01-03 16:18:18","2018-01-03 17:18:56","132","265","","B02882",""
"2018-01-03 16:54:30","2018-01-03 17:08:07","217","217","","B02882",""
"2018-01-03 16:36:20","2018-01-03 17:07:31","138","238","","B02882",""
"2018-01-03 16:15:16","2018-01-03 16:30:01","72","155","","B02882",""
"2018-01-03 16:53:47","2018-01-03 17:07:52","87","114","","B02882",""
"2018-01-03 16:01:07","2018-01-03 16:15:07","164","144","","B02882",""
"2018-01-03 16:35:49","2018-01-03 16:53:36","144","233","1","B02882",""
"2018-01-03 16:37:58","2018-01-03 17:11:39","148","237","1","B02882",""
"2018-01-03 16:58:14","2018-01-03 17:25:17","229","238","1","B02882",""
"2018-01-03 16:39:48","2018-01-03 17:00:14","158","209","","B02882",""
"2018-01-03 16:06:40","2018-01-03 16:16:08","226","83","","B02882",""
"2018-01-03 16:01:59","2018-01-03 16:25:45","39","89","1","B02882",""
"2018-01-03 16:36:56","2018-01-03 17:20:05","89","61","1","B02882",""
"2018-01-03 16:45:06","2018-01-03 16:56:50","85","62","1","B02882",""
"2018-01-03 16:36:49","2018-01-03 16:42:33","62","61","","B02882",""
"2018-01-03 16:58:11","2018-01-03 17:05:41","61","62","","B02882",""
"2018-01-03 16:14:59","2018-01-03 16:27:24","66","33","","B02882",""
"2018-01-03 16:25:17","2018-01-03 17:18:17","132","62","","B02882",""
"2018-01-03 16:53:32","2018-01-03 17:33:15","230","138","1","B02882",""
"2018-01-03 16:19:41","2018-01-03 16:41:53","256","249","","B02882",""
"2018-01-03 16:52:08","2018-01-03 17:04:47","164","107","","B02882",""
"2018-01-03 16:13:27","2018-01-03 16:31:21","95","36","","B02882",""
"2018-01-03 16:04:01","2018-01-03 16:47:04","4","138","","B02887",""
"2018-01-03 16:36:19","2018-01-03 16:47:39","163","239","","B02887",""
"2018-01-03 16:54:26","2018-01-03 17:04:04","143","238","","B02887",""
"2018-01-03 16:31:31","2018-01-03 17:31:27","132","246","","B02887",""
"2018-01-03 16:40:43","2018-01-03 17:14:40","68","265","","B02887",""
"2018-01-03 16:28:49","2018-01-03 17:03:03","144","230","","B02887",""
"2018-01-03 16:22:04","2018-01-03 16:36:08","170","164","","B02887",""
"2018-01-03 16:31:55","2018-01-03 16:42:48","22","14","","B02887",""
"2018-01-03 16:56:37","2018-01-03 18:00:00","14","68","","B02887",""
"2018-01-03 16:41:51","2018-01-03 16:56:18","119","235","","B02887",""
"2018-01-03 16:04:45","2018-01-03 16:11:56","65","52","","B02887",""
"2018-01-03 16:50:48","2018-01-03 17:41:50","61","138","","B02876",""
"2018-01-03 16:01:25","2018-01-03 16:16:53","162","143","","B02876",""
"2018-01-03 16:59:35","2018-01-03 17:35:49","256","61","","B02876",""
"2018-01-03 16:07:03","2018-01-03 16:16:28","158","90","","B02876",""
"2018-01-03 16:23:12","2018-01-03 16:30:08","234","125","","B02876",""
"2018-01-03 16:32:35","2018-01-03 16:42:22","249","113","","B02876",""
"2018-01-03 16:21:57","2018-01-03 16:42:06","246","224","","B02876",""
"2018-01-03 16:08:20","2018-01-03 16:23:53","107","170","","B02876",""
"2018-01-03 16:29:10","2018-01-03 16:48:05","170","140","","B02876",""
"2018-01-03 16:23:04","2018-01-03 16:36:34","114","234","","B02876",""
"2018-01-03 16:47:52","2018-01-03 17:16:40","186","141","","B02876",""
"2018-01-03 16:36:10","2018-01-03 16:44:25","29","210","","B02882",""
"2018-01-03 16:54:06","2018-01-03 17:15:32","210","155","","B02882",""
"2018-01-03 16:14:35","2018-01-03 16:51:50","146","33","","B02882",""
"2018-01-03 16:56:53","2018-01-03 17:28:16","33","89","","B02882",""
"2018-01-03 16:14:35","2018-01-03 16:53:58","165","17","","B02882",""
"2018-01-03 16:04:01","2018-01-03 16:11:53","91","91","","B02882",""
"2018-01-03 16:59:19","2018-01-03 17:27:19","85","155","1","B02882",""
"2018-01-03 16:39:09","2018-01-03 16:57:45","198","256","","B02882",""
"2018-01-03 16:07:10","2018-01-03 16:24:19","205","265","","B02882",""
"2018-01-03 16:45:02","2018-01-03 17:05:38","107","230","","B02882",""
"2018-01-03 16:34:42","2018-01-03 17:02:27","255","138","","B02882",""
"2018-01-03 16:22:16","2018-01-03 16:27:51","25","181","","B02887",""
"2018-01-03 16:46:28","2018-01-03 17:03:03","225","61","1","B02887",""
"2018-01-03 16:54:24","2018-01-03 17:25:36","17","61","1","B02887",""
"2018-01-03 16:06:44","2018-01-03 17:20:00","229","132","","B02887",""
"2018-01-03 16:48:10","2018-01-03 17:10:42","141","164","","B02887",""
"2018-01-03 16:52:18","2018-01-03 16:59:10","156","187","","B02887",""
"2018-01-03 16:44:07","2018-01-03 16:47:58","143","143","","B02887",""
"2018-01-03 16:51:16","2018-01-03 16:58:35","142","143","","B02887",""
"2018-01-03 16:31:30","2018-01-03 16:50:01","247","247","1","B02887",""
"2018-01-03 16:39:32","2018-01-03 16:56:42","247","69","1","B02887",""
"2018-01-03 16:30:50","2018-01-03 16:39:05","26","26","","B02887",""
"2018-01-03 16:19:26","2018-01-03 16:35:29","76","61","","B02876",""
"2018-01-03 16:43:42","2018-01-03 16:52:59","61","61","1","B02876",""
"2018-01-03 16:49:41","2018-01-03 17:04:08","61","177","1","B02876",""
"2018-01-03 16:44:46","2018-01-03 17:46:21","138","265","","B02876",""
"2018-01-03 16:24:04","2018-01-03 16:42:33","247","235","1","B02876",""
"2018-01-03 16:31:52","2018-01-03 16:46:20","181","61","","B02876",""
"2018-01-03 16:50:09","2018-01-03 17:05:20","62","257","","B02876",""
"2018-01-03 16:12:12","2018-01-03 16:23:18","13","211","","B02876",""
"2018-01-03 16:37:19","2018-01-03 16:46:45","158","114","","B02876",""
"2018-01-03 16:53:52","2018-01-03 17:05:58","249","231","","B02876",""
"2018-01-03 16:26:49","2018-01-03 16:56:18","263","48","","B02876",""
"2018-01-03 16:07:12","2018-01-03 16:30:39","87","255","","B02882",""
"2018-01-03 16:29:44","2018-01-03 16:40:07","239","238","","B02882",""
"2018-01-03 16:52:44","2018-01-03 17:17:14","239","113","","B02882",""
"2018-01-03 16:32:00","2018-01-03 16:42:01","148","114","","B02882",""
"2018-01-03 16:44:06","2018-01-03 17:02:10","113","87","","B02882",""
"2018-01-03 16:31:23","2018-01-03 17:35:31","7","76","","B02882",""
"2018-01-03 16:23:33","2018-01-03 17:16:59","259","13","","B02882",""
"2018-01-03 16:32:36","2018-01-03 17:15:46","85","225","1","B02882",""
"2018-01-03 16:57:35","2018-01-03 17:05:23","188","62","1","B02882",""
"2018-01-03 16:17:15","2018-01-03 16:34:40","90","211","","B02882",""
"2018-01-03 16:37:18","2018-01-03 16:45:40","231","211","","B02882",""
"2018-01-03 16:43:39","2018-01-03 16:51:42","26","26","","B02887",""
"2018-01-03 16:57:33","2018-01-03 17:27:06","26","165","","B02887",""
"2018-01-03 16:42:55","2018-01-03 16:52:05","108","22","","B02887",""
"2018-01-03 16:58:55","2018-01-03 17:44:34","21","80","","B02887",""
"2018-01-03 16:28:11","2018-01-03 16:49:46","79","112","","B02887",""
"2018-01-03 16:29:07","2018-01-03 16:44:11","242","60","1","B02887",""
"2018-01-03 16:30:49","2018-01-03 16:33:51","242","78","1","B02887",""
"2018-01-03 16:54:57","2018-01-03 17:08:52","60","60","","B02887",""
"2018-01-03 16:02:05","2018-01-03 16:22:47","114","37","","B02887",""
"2018-01-03 16:21:08","2018-01-03 16:48:09","127","159","","B02887",""
"2018-01-03 16:52:57","2018-01-03 17:00:44","159","126","","B02887",""
"2018-01-03 16:59:04","2018-01-03 17:14:59","230","43","","B02876",""
"2018-01-03 16:05:59","2018-01-03 16:18:00","95","95","","B02876",""
"2018-01-03 16:24:40","2018-01-03 16:42:37","95","92","1","B02876",""
"2018-01-03 16:34:27","2018-01-03 16:48:47","192","93","1","B02876",""
"2018-01-03 16:17:08","2018-01-03 16:27:44","165","149","","B02876",""
"2018-01-03 16:02:12","2018-01-03 16:10:50","77","76","1","B02876",""
"2018-01-03 16:34:41","2018-01-03 16:42:11","17","225","","B02876",""
"2018-01-03 16:16:37","2018-01-03 16:26:13","113","224","","B02876",""
"2018-01-03 16:18:28","2018-01-03 16:21:27","61","61","","B02876",""
"2018-01-03 16:08:07","2018-01-03 16:17:40","246","158","","B02876",""
"2018-01-03 16:48:03","2018-01-03 17:00:37","186","231","","B02876",""
"2018-01-03 16:50:10","2018-01-03 17:07:18","211","13","","B02882",""
"2018-01-03 16:42:23","2018-01-03 16:55:58","68","170","1","B02882",""
"2018-01-03 16:50:15","2018-01-03 17:06:24","230","170","1","B02882",""
"2018-01-03 16:40:12","2018-01-03 16:58:38","135","157","","B02882",""
"2018-01-03 16:02:46","2018-01-03 16:15:03","81","254","","B02882",""
"2018-01-03 16:38:26","2018-01-03 17:25:47","254","265","","B02882",""
"2018-01-03 16:38:54","2018-01-03 17:23:28","230","1","","B02882",""
"2018-01-03 16:18:27","2018-01-03 16:23:19","39","77","","B02882",""
"2018-01-03 16:30:17","2018-01-03 17:00:09","77","61","1","B02882",""
"2018-01-03 16:41:22","2018-01-03 16:52:55","35","61","1","B02882",""
"2018-01-03 16:24:40","2018-01-03 16:30:45","220","200","","B02882",""
"2018-01-03 16:54:47","2018-01-03 17:41:47","169","138","","B02887",""
"2018-01-03 16:06:54","2018-01-03 17:02:09","132","90","","B02887",""
"2018-01-03 16:27:47","2018-01-03 17:13:45","138","37","","B02887",""
"2018-01-03 16:18:14","2018-01-03 16:25:31","75","263","","B02887",""
"2018-01-03 16:41:01","2018-01-03 16:53:56","140","161","","B02887",""
"2018-01-03 16:30:07","2018-01-03 17:09:09","192","139","1","B02887",""
"2018-01-03 16:44:13","2018-01-03 17:05:03","98","38","1","B02887",""
"2018-01-03 16:44:34","2018-01-03 17:21:46","205","86","","B02887",""
"2018-01-03 16:03:04","2018-01-03 16:29:11","225","65","","B02887",""
"2018-01-03 16:01:53","2018-01-03 16:45:07","161","1","","B02887",""
"2018-01-03 16:13:59","2018-01-03 16:48:12","10","265","","B02887",""
"2018-01-03 16:10:15","2018-01-03 16:18:49","231","12","","B02876",""
"2018-01-03 16:23:21","2018-01-03 17:18:08","87","138","","B02876",""
"2018-01-03 16:20:49","2018-01-03 17:07:50","107","138","","B02876",""
"2018-01-03 16:07:39","2018-01-03 16:14:36","78","78","1","B02876",""
"2018-01-03 16:47:48","2018-01-03 16:55:31","242","183","","B02876",""
"2018-01-03 16:39:14","2018-01-03 16:53:50","161","186","","B02876",""
